W/FCO,H2/CO,Temp,pressure,X_CO,S_CH4,S_C2C4p,S_C2C4=
0.8888888888888891,0.0,0.0,0.07142857142857142,0.043305076045794005,0.00024357742871856697,0.0012371146160895428,0.03860482610579501
1.0,0.0,0.0,0.07142857142857142,0.046718328530042263,0.00026382381286343287,0.001323723186980374,0.03993191925035728
0.0,0.0,0.0,0.14285714285714285,0.008786882187337263,0.00011399486348500883,0.0007776910663187015,0.017870803550275968
0.11111111111111105,0.0,0.0,0.14285714285714285,0.013887432879551877,0.00014541626618984772,0.0009219931364839872,0.019718155172618997
0.2222222222222222,0.0,0.0,0.14285714285714285,0.018644543540745347,0.00017538676231302795,0.0010587366565287235,0.021457592800717788
0.33333333333333337,0.0,0.0,0.14285714285714285,0.0231101865004608,0.0002040339448738138,0.0011886755009456016,0.02309986412672694
0.4444444444444444,0.0,0.0,0.14285714285714285,0.027325331493882176,0.00023147947328162758,0.0013125026226171554,0.024654822694382232
0.5555555555555556,0.0,0.0,0.14285714285714285,0.03132273162116622,0.00025783429805243123,0.0014308346937254176,0.026131228431073704
0.6666666666666665,0.0,0.0,0.14285714285714285,0.03512892210244249,0.00028319800611806517,0.0015442152145259147,0.027536798072576897
0.7777777777777777,0.0,0.0,0.14285714285714285,0.03876569620259793,0.00030765854393844283,0.001653117581590789,0.0288782549760307
0.8888888888888891,0.0,0.0,0.14285714285714285,0.042251150347056635,0.00033129393964612163,0.0017579569352270748,0.030161495917697463
1.0,0.0,0.0,0.14285714285714285,0.04560049767018802,0.0003541726561293295,0.001859094145086984,0.03139165124705449
0.0,0.0,0.0,0.2857142857142857,0.007027218873738857,0.000220640595022381,0.0014014379143687879,0.010465285149130518
0.11111111111111105,0.0,0.0,0.2857142857142857,0.011918869661954195,0.0002568033117191209,0.0015726450899688376,0.012116619865836863
0.2222222222222222,0.0,0.0,0.2857142857142857,0.016489709066923295,0.0002912853015366705,0.0017350116701958505,0.013668617636005978
0.33333333333333337,0.0,0.0,0.2857142857142857,0.020786913263728533,0.00032425477009501765,0.0018895077631734228,0.015132165801719673
0.4444444444444444,0.0,0.0,0.2857142857142857,0.02484797408316863,0.0003558584911431909,0.0020369658105528084,0.016516605033912314
0.5555555555555556,0.0,0.0,0.2857142857142857,0.028703056284276992,0.00038622578307391303,0.002178107686909922,0.017830031572512374
0.6666666666666665,0.0,0.0,0.2857142857142857,0.032376745473166685,0.0004154701986590129,0.002313558788433355,0.019079459709593356
0.7777777777777777,0.0,0.0,0.2857142857142857,0.03588932623527978,0.0004436913609638933,0.002443861552980538,0.02027097550677493
0.8888888888888891,0.0,0.0,0.2857142857142857,0.03925771923756502,0.00047097694947531295,0.002569488640908711,0.0214098843971463
1.0,0.0,0.0,0.2857142857142857,0.042496203203897104,0.0004974036485752144,0.002690849981196276,0.022500793607400378
0.0,0.0,0.0,0.4285714285714286,0.0052608272008065095,0.0003107334366629802,0.0019169989360825917,0.006571063915919759
0.11111111111111105,0.0,0.0,0.4285714285714286,0.009962307499784714,0.00034970849522438256,0.0021048904133421586,0.008064578065466725
0.2222222222222222,0.0,0.0,0.4285714285714286,0.01436662062892791,0.0003869416793436441,0.002283570424307491,0.00946922976243985
0.33333333333333337,0.0,0.0,0.4285714285714286,0.018515565817912503,0.0004226115038831709,0.0024540617190707804,0.010794897843137245
0.4444444444444444,0.0,0.0,0.4285714285714286,0.022442785187598766,0.00045686793517459305,0.0026172168562189585,0.012049835521649864
0.5555555555555556,0.0,0.0,0.4285714285714286,0.026175652675316605,0.0004898403033612401,0.0027737628982951877,0.013241088667260169
0.6666666666666665,0.0,0.0,0.4285714285714286,0.0297366648690842,0.0005216424614492279,0.002924332268693208,0.01437478471822471
0.7777777777777777,0.0,0.0,0.4285714285714286,0.033144536966983454,0.0005523737050863585,0.003069470904087122,0.015456219508132786
0.8888888888888891,0.0,0.0,0.4285714285714286,0.03641496062120178,0.0005821225607917015,0.0032096605779359526,0.01649006376827096
1.0,0.0,0.0,0.4285714285714286,0.039561255510504184,0.0006109664032833521,0.003345318931842064,0.017480374504604518
0.0,0.0,0.0,0.6428571428571428,0.0029749101268077595,0.00042734778479339153,0.002576485991773544,0.0031377172456123134
0.11111111111111105,0.0,0.0,0.6428571428571428,0.007428073371668977,0.0004689240670877157,0.0027805547998198403,0.0044476090708242474
0.2222222222222222,0.0,0.0,0.6428571428571428,0.011615704238557362,0.0005087551315297815,0.002975374000056929,0.005681271092913519
0.33333333333333337,0.0,0.0,0.6428571428571428,0.015572569982748277,0.000547029207985637,0.0031620049431673575,0.006847473478990673
0.4444444444444444,0.0,0.0,0.6428571428571428,0.01932721440772089,0.0005838934321502375,0.0033412814610306496,0.00795317497947158
0.5555555555555556,0.0,0.0,0.6428571428571428,0.022903257165722824,0.0006194703819686043,0.003513895346887358,0.009004180320723289
0.6666666666666665,0.0,0.0,0.6428571428571428,0.026320381709900833,0.0006538669181927307,0.003680444396778747,0.010005511582719409
0.7777777777777777,0.0,0.0,0.6428571428571428,0.029595144786740444,0.0006871767209632442,0.003841447834690701,0.010961536861261258
0.8888888888888891,0.0,0.0,0.6428571428571428,0.03274157270992277,0.0007194834467704118,0.003997364843783177,0.011876117253808861
1.0,0.0,0.0,0.6428571428571428,0.035771653850105764,0.0007508615027892246,0.004148600257240578,0.012752658964081634
0.0,0.0,0.0,1.0,0.0,0.0005934797422347039,0.0035065845669079144,0.0
0.11111111111111105,0.0,0.0,1.0,0.004113064276450237,0.0006374610882058111,0.0037266909137771355,0.0010905167036706007
0.2222222222222222,0.0,0.0,1.0,0.008002704942330543,0.0006797223965014252,0.0039377239653275355,0.002118488171118746
0.33333333333333337,0.0,0.0,1.0,0.01169498110006394,0.0007204833964794793,0.004140877828675586,0.003092097582056773
0.4444444444444444,0.0,0.0,1.0,0.015211926431810938,0.0007598936698799675,0.0043369808519414035,0.004017191073944805
0.5555555555555556,0.0,0.0,1.0,0.018572228036443875,0.0007980679291445176,0.00452667319163323,0.004898375099397799
0.6666666666666665,0.0,0.0,1.0,0.021791797316451842,0.000835101461475011,0.004710486124763073,0.005739510890682309
0.7777777777777777,0.0,0.0,1.0,0.024884236884276007,0.0008710778122660379,0.004888882614070181,0.0065439700983051935
0.8888888888888891,0.0,0.0,1.0,0.027861269298259658,0.0009060700260590591,0.005062264559780158,0.007314691439249024
1.0,0.0,0.0,1.0,0.030733044609972792,0.000940143580780506,0.005230989227017457,0.008054287262357344
0.0,0.0,0.17647058823529438,0.0,0.10007983504052306,0.0014848144453176338,0.005473395324935945,0.165265574558684
0.11111111111111105,0.0,0.17647058823529438,0.0,0.11318837314832847,0.0016207797716179205,0.005877291937288483,0.17404263648427917
0.2222222222222222,0.0,0.17647058823529438,0.0,0.12500213567173077,0.00174598083718813,0.00624163800528044,0.18188134812706513
0.33333333333333337,0.0,0.17647058823529438,0.0,0.13579705475461104,0.0018625608569793255,0.006574939838258357,0.1889809596380648
0.4444444444444444,0.0,0.17647058823529438,0.0,0.14576455841189714,0.001972049966865369,0.0068831581710870424,0.19548146842432135
0.5555555555555556,0.0,0.17647058823529438,0.0,0.15504368875439517,0.0020755818963712532,0.0071706393660300564,0.20148521735352945
0.6666666666666665,0.0,0.17647058823529438,0.0,0.16373910161443261,0.002174022583831342,0.007440656678471675,0.2070694710043708
0.7777777777777777,0.0,0.17647058823529438,0.0,0.17193182992834763,0.0022680501518951993,0.007695740782479747,0.2122941074073084
0.8888888888888891,0.0,0.17647058823529438,0.0,0.17968609160127366,0.002358206933022822,0.007937892088225198,0.21720656691684012
1.0,0.0,0.17647058823529438,0.0,0.18705378176150358,0.002444934004715302,0.008168719897375479,0.22184510172219865
0.0,0.0,0.17647058823529438,0.07142857142857142,0.10789157925932188,0.0016278404023961298,0.006722078004980881,0.12231536253191266
0.11111111111111105,0.0,0.17647058823529438,0.07142857142857142,0.12115802625555738,0.0017831043302579447,0.007246167994981196,0.13003113050785928
0.2222222222222222,0.0,0.17647058823529438,0.07142857142857142,0.13313062880361318,0.0019252469652066382,0.007718595255025931,0.1368782102844995
0.33333333333333337,0.0,0.17647058823529438,0.07142857142857142,0.1440855459114769,0.0020570243958260258,0.008150975390758583,0.1430495335097759
0.4444444444444444,0.0,0.17647058823529438,0.07142857142857142,0.15421403206290654,0.002180359733170523,0.008551285798722408,0.14867805516257676
0.5555555555555556,0.0,0.17647058823529438,0.07142857142857142,0.1636548649643093,0.0022966554148069777,0.00892526187067975,0.15385967494489172
0.6666666666666665,0.0,0.17647058823529438,0.07142857142857142,0.17251243733889374,0.00240696989700643,0.0092771762982533,0.15866605810064177
0.7777777777777777,0.0,0.17647058823529438,0.07142857142857142,0.18086756489726888,0.002512124353930943,0.009610304279028002,0.16315230430475675
0.8888888888888891,0.0,0.17647058823529438,0.07142857142857142,0.1887842778953555,0.0026127708038496287,0.00992721721822985,0.1673617964020261
1.0,0.0,0.17647058823529438,0.07142857142857142,0.1963143121857135,0.0027094365897060426,0.010229972844135127,0.17132934768644892
0.0,0.0,0.17647058823529438,0.14285714285714285,0.10926526190871441,0.0017924759730368583,0.007779788482365758,0.10434725913442863
0.11111111111111105,0.0,0.17647058823529438,0.14285714285714285,0.1224903762707624,0.0019631227190584294,0.008392074554441806,0.11146326293039743
0.2222222222222222,0.0,0.17647058823529438,0.14285714285714285,0.1344286398987419,0.002119123700372992,0.008944894698338894,0.11776077398076507
0.33333333333333337,0.0,0.17647058823529438,0.14285714285714285,0.14535517832462197,0.0022635847131214524,0.009451731871896553,0.12342351833698931
0.4444444444444444,0.0,0.17647058823529438,0.14285714285714285,0.15546039976103554,0.0023986644671523507,0.009921809277378799,0.12857767903824094
0.5555555555555556,0.0,0.17647058823529438,0.14285714285714285,0.1648823971657031,0.0025259326630265796,0.010361737287152782,0.1333140333731696
0.6666666666666665,0.0,0.17647058823529438,0.14285714285714285,0.17372500263381452,0.002646571605362946,0.010776429021378427,0.13770029014833673
0.7777777777777777,0.0,0.17647058823529438,0.14285714285714285,0.18206856588413908,0.0027614970510903203,0.01116964297836331,0.1417884197922608
0.8888888888888891,0.0,0.17647058823529438,0.14285714285714285,0.18997673710662583,0.0028714349919000117,0.011544324343618368,0.1456192750898551
1.0,0.0,0.17647058823529438,0.14285714285714285,0.19750092334273306,0.0029769721631341213,0.01190282723894096,0.1492256062824341
0.0,0.0,0.17647058823529438,0.2857142857142857,0.10879183283416552,0.002067915026974919,0.00944835386165342,0.08583206680391003
0.11111111111111105,0.0,0.17647058823529438,0.2857142857142857,0.12185924373498225,0.0022626906397062276,0.010197750649862648,0.09222116095223282
0.2222222222222222,0.0,0.17647058823529438,0.2857142857142857,0.1336538990807781,0.002440610231362407,0.0108765094391177,0.09785581125300519
0.33333333333333337,0.0,0.17647058823529438,0.2857142857142857,0.14444885657554526,0.002605259177688741,0.011500669522117804,0.1029069693912601
0.4444444444444444,0.0,0.17647058823529438,0.2857142857142857,0.1544328754398632,0.0027591266252220675,0.012081180508112865,0.10749188023785558
0.5555555555555556,0.0,0.17647058823529438,0.2857142857142857,0.1637427221997294,0.002904021036981402,0.012625876621529017,0.11169478019219317
0.6666666666666665,0.0,0.17647058823529438,0.2857142857142857,0.17248114923103466,0.0030413036754784713,0.013140571848938423,0.11557841671596669
0.7777777777777777,0.0,0.17647058823529438,0.2857142857142857,0.18072761717029698,0.003172028348683467,0.013629707854364313,0.11919088633710423
0.8888888888888891,0.0,0.17647058823529438,0.2857142857142857,0.18854503107648332,0.003297030197113939,0.01409676129528471,0.12256994518733039
1.0,0.0,0.17647058823529438,0.2857142857142857,0.19598417150545705,0.0034169839241239485,0.014544508277144218,0.12574581695090736
0.0,0.0,0.17647058823529438,0.4285714285714286,0.1073850626135408,0.0022866341788798606,0.010756225533199203,0.07526986529618335
0.11111111111111105,0.0,0.17647058823529438,0.4285714285714286,0.1202980731106755,0.0025001844617076165,0.011614493342485838,0.08118628759880683
0.2222222222222222,0.0,0.17647058823529438,0.4285714285714286,0.13195042894012,0.0026952404024806146,0.012393815532599346,0.08639159203204544
0.33333333333333337,0.0,0.17647058823529438,0.4285714285714286,0.14261334887751442,0.002875729500518822,0.013112039054948135,0.09104794007653907
0.4444444444444444,0.0,0.17647058823529438,0.4285714285714286,0.1524741638992258,0.0030443803304781797,0.013781345540904842,0.09526652869440266
0.5555555555555556,0.0,0.17647058823529438,0.4285714285714286,0.16166851037866412,0.0032031761799845996,0.014410447842281546,0.09912719983617152
0.6666666666666665,0.0,0.17647058823529438,0.4285714285714286,0.17029822856915353,0.0033536105691855484,0.015005810800326983,0.10268938230654462
0.7777777777777777,0.0,0.17647058823529438,0.4285714285714286,0.17844202693259312,0.003496840184246384,0.015572372912738434,0.10599858610719967
0.8888888888888891,0.0,0.17647058823529438,0.4285714285714286,0.1861621855441451,0.0036337818557577485,0.01611399892353967,0.10909049023843656
1.0,0.0,0.17647058823529438,0.4285714285714286,0.19350896047856228,0.0037651764479548506,0.016633774868287998,0.11199361794289056
0.0,0.0,0.17647058823529438,0.6428571428571428,0.10502691820731325,0.0025489503217862716,0.012331405462526673,0.06504917914039784
0.11111111111111105,0.0,0.17647058823529438,0.6428571428571428,0.11774207161080782,0.0027847549435856146,0.013322730555631004,0.07046105660636198
0.2222222222222222,0.0,0.17647058823529438,0.6428571428571428,0.12921142795207266,0.0030001953026713712,0.014225424952466925,0.07521042043643322
0.33333333333333337,0.0,0.17647058823529438,0.6428571428571428,0.1397038642797304,0.0031995759544472813,0.015059312168477435,0.07944956231067962
0.4444444444444444,0.0,0.17647058823529438,0.6428571428571428,0.14940493901150412,0.0033858930570392163,0.015837935636658567,0.08328290300437688
0.5555555555555556,0.0,0.17647058823529438,0.6428571428571428,0.15844889295574008,0.003561327860392812,0.016570991270453316,0.0867853721570146
0.6666666666666665,0.0,0.17647058823529438,0.6428571428571428,0.16693645855640132,0.0037275242966492046,0.017265676272670397,0.0900126558602864
0.7777777777777777,0.0,0.17647058823529438,0.6428571428571428,0.17494543060440604,0.00388575700760691,0.017927494524167763,0.09300733716994183
0.8888888888888891,0.0,0.17647058823529438,0.6428571428571428,0.18253733705222813,0.004037036842667539,0.018560756253547916,0.09580273009168311
1.0,0.0,0.17647058823529438,0.6428571428571428,0.18976179816722927,0.004182181164401027,0.019168907091258354,0.09842541036703756
0.0,0.0,0.17647058823529438,1.0,0.10127065038224989,0.0028847326344095805,0.014371332389246125,0.054363754086496525
0.11111111111111105,0.0,0.17647058823529438,1.0,0.1137254013135498,0.003148436985113306,0.015536382351919797,0.059193057831805625
0.2222222222222222,0.0,0.17647058823529438,1.0,0.12495366742374756,0.003389546009794243,0.01660065469344039,0.06342056683563338
0.33333333333333337,0.0,0.17647058823529438,1.0,0.13522108516427495,0.003612791014904304,0.017586198605766677,0.06718616119257542
0.4444444444444444,0.0,0.17647058823529438,1.0,0.14471084021727923,0.0038214781983389977,0.018508129728201865,0.07058571233721322
0.5555555555555556,0.0,0.17647058823529438,1.0,0.15355536434090059,0.004018021110583858,0.019377300429786855,0.07368788945683646
0.6666666666666665,0.0,0.17647058823529438,1.0,0.161853945101734,0.004204243226172163,0.020201792173719587,0.07654360558645798
0.7777777777777777,0.0,0.17647058823529438,1.0,0.1696832246825927,0.004381560200032643,0.020987801004451405,0.07919165872084422
0.8888888888888891,0.0,0.17647058823529438,1.0,0.17710376672806716,0.004551096793988831,0.021740197564396744,0.0816623084104583
1.0,0.0,0.17647058823529438,1.0,0.1841643899639233,0.004713763231878052,0.02246288790487056,0.08397959829987744
0.0,0.0,0.3529411764705883,0.0,0.24436252900384078,0.007328574276184466,0.018167424752733856,0.43243370232132844
0.11111111111111105,0.0,0.3529411764705883,0.0,0.2655113853117329,0.007950661385560191,0.019097167368398334,0.44997653406136157
0.2222222222222222,0.0,0.3529411764705883,0.0,0.2841325722481961,0.00852363713336568,0.019923994667266354,0.4650401890306772
0.33333333333333337,0.0,0.3529411764705883,0.0,0.3007963224304193,0.00905781287795441,0.020672949315545752,0.47822003964047627
0.4444444444444444,0.0,0.3529411764705883,0.0,0.3158925710741313,0.009560335969632495,0.021360804215575322,0.48991753846796354
0.5555555555555556,0.0,0.3529411764705883,0.0,0.3297011621492177,0.010036398850086538,0.02199936663495235,0.5004170314482034
0.6666666666666665,0.0,0.3529411764705883,0.0,0.34243052231570137,0.010489913017459015,0.022597273741412027,0.509927694111585
0.7777777777777777,0.0,0.3529411764705883,0.0,0.35424052294837627,0.010923911768694138,0.02316104151490347,0.5186081385071393
0.8888888888888891,0.0,0.3529411764705883,0.0,0.36525677120410355,0.011340802979896198,0.023695709254363564,0.5265816026311831
1.0,0.0,0.3529411764705883,0.0,0.3755799679656373,0.011742535441198472,0.02420525665939547,0.5339458277740701
0.0,0.0,0.3529411764705883,0.07142857142857142,0.27018897516736495,0.00725303945651383,0.021559345437252984,0.3346614292420831
0.11111111111111105,0.0,0.3529411764705883,0.07142857142857142,0.29322887787725016,0.007878492771281493,0.022849808881213678,0.3504069793406269
0.2222222222222222,0.0,0.3529411764705883,0.07142857142857142,0.3136187199816701,0.00845335994528427,0.02401308791369902,0.364004360825363
0.33333333333333337,0.0,0.3529411764705883,0.07142857142857142,0.33194786162502393,0.008988498880073897,0.025079849900809855,0.3759690391844974
0.4444444444444444,0.0,0.3529411764705883,0.07142857142857142,0.34862038283030333,0.009491390411806374,0.026070578644502202,0.38664777149177815
0.5555555555555556,0.0,0.3529411764705883,0.07142857142857142,0.3639269732648043,0.009967443350912871,0.026999670500142414,0.39628579650816126
0.6666666666666665,0.0,0.3529411764705883,0.07142857142857142,0.3780846580799414,0.010420715644960648,0.027877648225555232,0.4050633571703912
0.7777777777777777,0.0,0.3529411764705883,0.07142857142857142,0.39126029848250754,0.010854342351828479,0.02871244697182869,0.413117023332803
0.8888888888888891,0.0,0.3529411764705883,0.07142857142857142,0.40358530516520136,0.011270804045617562,0.029510205714637458,0.4205528845489278
1.0,0.0,0.3529411764705883,0.07142857142857142,0.4151652340522881,0.01167210299496597,0.03027577667971526,0.42745507624588264
0.0,0.0,0.3529411764705883,0.14285714285714285,0.2777098965707459,0.007526904359255964,0.024320707178267575,0.2923290184887701
0.11111111111111105,0.0,0.3529411764705883,0.14285714285714285,0.30130641146978876,0.00817620666806193,0.025874398022746856,0.3068271964403365
0.2222222222222222,0.0,0.3529411764705883,0.14285714285714285,0.32222804138682404,0.008772312165989891,0.027284229379081794,0.3193607360707459
0.33333333333333337,0.0,0.3529411764705883,0.14285714285714285,0.34106752431875964,0.00932672820467876,0.028584618916295226,0.33040355644084474
0.4444444444444444,0.0,0.3529411764705883,0.14285714285714285,0.35823143548665115,0.009847370042542547,0.029798524748608002,0.34027386499455087
0.5555555555555556,0.0,0.3529411764705883,0.14285714285714285,0.3740124104862658,0.010339952148782628,0.03094206771676622,0.3491963012394588
0.6666666666666665,0.0,0.3529411764705883,0.14285714285714285,0.3886290340430265,0.010808756382503441,0.03202702608175529,0.35733568763658513
0.7777777777777777,0.0,0.3529411764705883,0.14285714285714285,0.40224945883760954,0.011257086895991883,0.0330622815347104,0.364816709404748
0.8888888888888891,0.0,0.3529411764705883,0.14285714285714285,0.41500617325220157,0.011687555269012622,0.03405470764156836,0.3717360708421969
1.0,0.0,0.3529411764705883,0.14285714285714285,0.427005657234703,0.012102267347388387,0.03500974121505914,0.37817035414270206
0.0,0.0,0.3529411764705883,0.2857142857142857,0.281892647453178,0.008141391813798953,0.028780683086534663,0.2488364744199605
0.11111111111111105,0.0,0.3529411764705883,0.2857142857142857,0.3057365865772332,0.008842629005920736,0.030753374773834823,0.2617566868999238
0.2222222222222222,0.0,0.3529411764705883,0.2857142857142857,0.32690924036162744,0.00948560110798615,0.03255556540844892,0.27292447532406694
0.33333333333333337,0.0,0.3529411764705883,0.2857142857142857,0.34600178708797136,0.010082990630573822,0.03422720964519931,0.28276719757727375
0.4444444444444444,0.0,0.3529411764705883,0.2857142857142857,0.36341966420456506,0.010643510926264746,0.03579495023720604,0.29157076259650894
0.5555555555555556,0.0,0.3529411764705883,0.2857142857142857,0.3794546842085402,0.011173445922362676,0.037277506345478884,0.2995362951018738
0.6666666666666665,0.0,0.3529411764705883,0.2857142857142857,0.3943248410791962,0.01167749913441611,0.03868857328619954,0.30681085151336485
0.7777777777777777,0.0,0.3529411764705883,0.2857142857142857,0.4081978277155966,0.01215929699714209,0.04003850223169507,0.31350531153051026
0.8888888888888891,0.0,0.3529411764705883,0.2857142857142857,0.4212058099198424,0.01262170292425334,0.04133532724637482,0.31970540663194236
1.0,0.0,0.3529411764705883,0.2857142857142857,0.4334550268087448,0.013067023571707168,0.04258542542157759,0.3254788256646684
0.0,0.0,0.3529411764705883,0.4285714285714286,0.2822674071437644,0.008690170183964447,0.03239299687943943,0.22424850710307667
0.11111111111111105,0.0,0.3529411764705883,0.4285714285714286,0.30605861273554535,0.009438215102685625,0.03470881486128091,0.23615195998535118
0.2222222222222222,0.0,0.3529411764705883,0.4285714285714286,0.32719707941881054,0.010123617952713333,0.03683122621391342,0.2464351164823573
0.33333333333333337,0.0,0.3529411764705883,0.4285714285714286,0.34627023639775395,0.010760045951547791,0.038804494586657426,0.25549646102557455
0.4444444444444444,0.0,0.3529411764705883,0.4285714285714286,0.36368078789922353,0.011356885034971674,0.04065819140120537,0.2636016768745696
0.5555555555555556,0.0,0.3529411764705883,0.4285714285714286,0.37971848520486906,0.011920901465526944,0.04241315224553151,0.2709370524054051
0.6666666666666665,0.0,0.3529411764705883,0.4285714285714286,0.39459972366515106,0.012457157692177905,0.04408467620854862,0.2776383782839075
0.7777777777777777,0.0,0.3529411764705883,0.4285714285714286,0.4084909552756102,0.01296955509056202,0.045684376829542406,0.28380776177463013
0.8888888888888891,0.0,0.3529411764705883,0.4285714285714286,0.4215233297243022,0.013461173197565837,0.047221313156376864,0.2895239564450711
1.0,0.0,0.3529411764705883,0.4285714285714286,0.4338022769288538,0.013934491477244125,0.04870271406962631,0.29484900943945874
0.0,0.0,0.3529411764705883,0.6428571428571428,0.28104265544199797,0.009382845343619649,0.03686570262972208,0.20056265376932345
0.11111111111111105,0.0,0.3529411764705883,0.6428571428571428,0.3046332933704248,0.010190573416399527,0.03961068916103232,0.21141273622670712
0.2222222222222222,0.0,0.3529411764705883,0.6428571428571428,0.3256015529568212,0.01093017230672504,0.04213113707069267,0.22077950537149818
0.33333333333333337,0.0,0.3529411764705883,0.6428571428571428,0.344529145101087,0.011616522954686534,0.04447672220277261,0.22903068361203152
0.4444444444444444,0.0,0.3529411764705883,0.6428571428571428,0.3618145531398574,0.012259843382885818,0.04668081646098778,0.23641034695775257
0.5555555555555556,0.0,0.3529411764705883,0.6428571428571428,0.3777443408421483,0.012867497726750757,0.048767090133579154,0.2430889447418341
0.6666666666666665,0.0,0.3529411764705883,0.6428571428571428,0.392532422676356,0.013444994325689642,0.05075305594540279,0.24919029316205718
0.7777777777777777,0.0,0.3529411764705883,0.6428571428571428,0.40634327440379914,0.01399657726137498,0.05265211789791335,0.25480723454652127
0.8888888888888891,0.0,0.3529411764705883,0.6428571428571428,0.41930646624802537,0.014525595127562633,0.054474819207802054,0.260011209503219
1.0,0.0,0.3529411764705883,0.6428571428571428,0.4315260966979519,0.015034744214991437,0.05622964921448369,0.264858418091946
0.0,0.0,0.3529411764705883,1.0,0.27790434163315664,0.010294419430508756,0.042801524048509086,0.17575531073302086
0.11111111111111105,0.0,0.3529411764705883,1.0,0.30112344316982825,0.011181267347904823,0.046114841448069196,0.18544117465707785
0.2222222222222222,0.0,0.3529411764705883,1.0,0.32176517637453206,0.011992772563665188,0.049156696978143934,0.1937968253051442
0.33333333333333337,0.0,0.3529411764705883,1.0,0.34040308930919916,0.012745387095229562,0.051984636220013085,0.20115342254635452
0.4444444444444444,0.0,0.3529411764705883,1.0,0.3574296115418697,0.013450408797481125,0.05463779747185356,0.2077295881503662
0.5555555555555556,0.0,0.3529411764705883,1.0,0.37312668334489146,0.014115979647694952,0.05714430434562467,0.21367735524645834
0.6666666666666665,0.0,0.3529411764705883,1.0,0.3877046043833925,0.014748189537818434,0.059525239882349805,0.219106846239401
0.7777777777777777,0.0,0.3529411764705883,1.0,0.4013249733764829,0.015351729494078661,0.06179694401379399,0.22410047878210312
0.8888888888888891,0.0,0.3529411764705883,1.0,0.41411499573570776,0.01593030124089154,0.06397242669717139,0.2287216341611001
1.0,0.0,0.3529411764705883,1.0,0.42617685194641514,0.016486883882356952,0.0660622728952145,0.23302016693893154
0.0,0.0,0.5294117647058827,0.0,0.3875359737361065,0.029488932617390964,0.03613010271097643,0.7695861248334602
0.11111111111111105,0.0,0.5294117647058827,0.0,0.41054418371721635,0.03204556736469256,0.037439410438855326,0.7831406362860177
0.2222222222222222,0.0,0.5294117647058827,0.0,0.43014806959546315,0.034393547552333,0.03863250510520822,0.7939461323730584
0.33333333333333337,0.0,0.5294117647058827,0.0,0.4471938057089811,0.03657584587649707,0.03974079548772898,0.802806069942867
0.4444444444444444,0.0,0.5294117647058827,0.0,0.46224637841181715,0.03862232449813655,0.0407841569415151,0.8102287524523978
0.5555555555555556,0.0,0.5294117647058827,0.0,0.4757023690831696,0.040554743592471076,0.04177593642642285,0.8165540036076662
0.6666666666666665,0.0,0.5294117647058827,0.0,0.487851128308423,0.04238954766632147,0.04272552433601375,0.8220189858727438
0.7777777777777777,0.0,0.5294117647058827,0.0,0.49891034333562384,0.04413952837114164,0.04363977946357959,0.8267949753315023
0.8888888888888891,0.0,0.5294117647058827,0.0,0.5090479497533721,0.04581487261785262,0.044523869549224174,0.8310092123114211
