W/FCO,H2/CO,Temp,pressure,X_CO,S_CO2,S_CH4,S_C2C4p,S_C2C4=
24.39024390243903,1.0,480,1,0.028510784953418522,0.49194992259326087,0.0001934055774156124,0.00026078380789346003,0.07407039501379363
29.26829268292683,1.0,480,1,0.03311782262207075,0.492121554524706,0.00019843844440088594,0.0002665966769444936,0.07567092503530036
34.146341463414636,1.0,480,1,0.03744555480543399,0.4922624881361497,0.000203373667121693,0.0002722545574227185,0.07722540855592466
39.024390243902445,1.0,480,1,0.041528469369169096,0.49238660289941033,0.00020819252294900035,0.00027774060247212385,0.07872908838371159
43.90243902439025,1.0,480,1,0.0453960126829972,0.4924999052392052,0.00021288685180330402,0.00028305002599783157,0.08018066470791668
48.78048780487806,1.0,480,1,0.04907310350824601,0.4926051593895432,0.00021745483557646523,0.00028818494718425326,0.08158081542095554
53.65853658536586,1.0,480,1,0.05258078315983783,0.49270388133577214,0.00022189848598959787,0.00029315143108902674,0.08293134592019709
58.53658536585366,1.0,480,1,0.055936874575085116,0.492796937410764,0.00022622186675863877,0.0002979574178763469,0.08423459566688024
63.41463414634148,1.0,480,1,0.05915653774117802,0.4928849518320146,0.00023043016001487605,0.0003026116997232029,0.08549314418300917
68.29268292682927,1.0,480,1,0.06225274940785519,0.4929683591800772,0.00023452897619497174,0.00030712316491014855,0.08670959488249627
24.39024390243903,1.0,480,2,0.03030547079197088,0.48555063739989485,0.00020682637989983182,0.00028892256232943085,0.0577668007876215
29.26829268292683,1.0,480,2,0.03494815871006207,0.48607976194518765,0.0002138127081041671,0.0002975015199895719,0.05941020018610658
34.146341463414636,1.0,480,2,0.03927981571267425,0.4865055295040285,0.0002205068241516035,0.0003056630432774293,0.060966375348364396
39.024390243902445,1.0,480,2,0.04334678573873352,0.48686359073269536,0.0002269259903470518,0.0003134384580522879,0.06244189487651678
43.90243902439025,1.0,480,2,0.04718588815816871,0.48717336714664794,0.0002330903713567504,0.0003208608484192865,0.06384365369956255
48.78048780487806,1.0,480,2,0.050826694952459284,0.48744663918488845,0.000239020331091007,0.00032796200339242827,0.06517825980161071
53.65853658536586,1.0,480,2,0.05429325400194829,0.4876910844902585,0.0002447350977556284,0.00033477104989323384,0.06645176181449536
58.53658536585366,1.0,480,2,0.057605344010252746,0.4879121317133834,0.00025025240253030885,0.0003413142790317471,0.06766961672021607
63.41463414634148,1.0,480,2,0.06077943245121975,0.4881136881120727,0.0002555882064621017,0.0003476149939264795,0.06883666232356449
68.29268292682927,1.0,480,2,0.06382936251742599,0.4882987692268927,0.000260756884863251,0.0003536939172802019,0.06995720144327737
24.39024390243903,1.0,480,3,0.02993551517118065,0.48083840068560935,0.00022250720783590342,0.0003153687564321371,0.051329765028776564
29.26829268292683,1.0,480,3,0.03449313960189149,0.48163268959195654,0.00023052874513024288,0.00032549709841158287,0.052889587539489066
34.146341463414636,1.0,480,3,0.03874388135064888,0.482260539528483,0.0002381798819887152,0.00033509491729868956,0.05435829221675439
39.024390243902445,1.0,480,3,0.042734180571299074,0.4827796633622308,0.0002454931915009732,0.00034421512639308923,0.05574495393941969
43.90243902439025,1.0,480,3,0.04650064599047998,0.4832221075688053,0.0002524997319712171,0.00035290636299951066,0.057057892606709036
48.78048780487806,1.0,480,3,0.0500725443165263,0.4836073459754571,0.0002592278278417888,0.00036121191039704926,0.05830450471627358
53.65853658536586,1.0,480,3,0.05347358623772169,0.48394819826144153,0.0002657029025569649,0.0003691699160386819,0.05949130594061769
58.53658536585366,1.0,480,3,0.05672324524280603,0.48425347936261487,0.0002719474078773913,0.00037681360690690167,0.060623973186988464
63.41463414634148,1.0,480,3,0.05983769148978768,0.48452966448956053,0.00027798126352395847,0.0003841721210662813,0.06170748543407271
68.29268292682927,1.0,480,3,0.06283051875648649,0.4847815299069937,0.0002838219473164507,0.000391270787406415,0.06274617452346783
24.39024390243903,1.0,480,5,0.028363158578367464,0.47382491118331427,0.000249732685986663,0.00035914859533807723,0.045076870795814294
29.26829268292683,1.0,480,5,0.03273411937930715,0.4750002612351639,0.00025896462841044026,0.0003711653655882199,0.0464711852472085
34.146341463414636,1.0,480,5,0.03681841744789427,0.475910738245421,0.00026776749981311546,0.0003825616279473482,0.04778162394724068
39.024390243902445,1.0,480,5,0.04065820730842962,0.47665108207590146,0.0002761842412329776,0.00039340547282336227,0.04901737968901801
43.90243902439025,1.0,480,5,0.04428698998743219,0.4772734620870113,0.00028425232238796217,0.0004037553280247744,0.050186339324514356
48.78048780487806,1.0,480,5,0.04773171936714171,0.477809415922701,0.0002920047568364976,0.0004136618608258963,0.05129533896285998
53.65853658536586,1.0,480,5,0.05101436404777959,0.4782793434063745,0.0002994705333477613,0.0004231689668302705,0.052350301163972886
58.53658536585366,1.0,480,5,0.054153049429475186,0.4786971763258485,0.00030667508459081765,0.0004323147189229726,0.0533563647307756
63.41463414634148,1.0,480,5,0.0571628950649441,0.47907289215991355,0.00031364079417098496,0.0004411322924127597,0.05431800933777184
68.29268292682927,1.0,480,5,0.0600566597844967,0.4794137711609133,0.00032038723876439356,0.00044965045958877725,0.05523912512467318
24.39024390243903,1.0,480,7,0.026784789823980026,0.46849008791503904,0.0002727323940505206,0.0003953350362753556,0.04178876155456837
29.26829268292683,1.0,480,7,0.030985822764175164,0.46995789299151336,0.0002826822963109619,0.00040852285218486063,0.04304981925595836
34.146341463414636,1.0,480,7,0.03492132038574036,0.47107887226956235,0.0002921875172523772,0.00042106412933955986,0.044235845408288954
39.024390243902445,1.0,480,7,0.03862863261456673,0.47197992475463746,0.000301293629748729,0.00043303065300688326,0.04535518126671217
43.90243902439025,1.0,480,7,0.04213782054820758,0.4727306362719881,0.0003100389185493258,0.00044448226297222554,0.046414795482441464
48.78048780487806,1.0,480,7,0.04547334431519945,0.4733725224688731,0.0003184564002122006,0.0004554699906455111,0.04742063727780215
53.65853658536586,1.0,480,7,0.04865530586243927,0.4739322727630887,0.0003265751401532896,0.000466038224859189,0.04837788039233038
58.53658536585366,1.0,480,7,0.051700428255562536,0.4744277700099467,0.00033442048745528733,0.0004762252840746889,0.04929099639513375
63.41463414634148,1.0,480,7,0.054622732854552436,0.4748718046366769,0.00034201504196141875,0.00048606498323558467,0.05016392904641166
68.29268292682927,1.0,480,7,0.057434121529817084,0.4752735731613216,0.0003493785565833892,0.0004955866359682824,0.051000103903677936
24.39024390243903,1.0,480,10,0.024742196360702073,0.46213108403218095,0.000302502749988056,0.00044162342578612065,0.03888979453678264
29.26829268292683,1.0,480,10,0.02872134426520223,0.4639725394449615,0.00031311671595620936,0.00045594670384345416,0.039995809618509466
34.146341463414636,1.0,480,10,0.03246322428903203,0.46535498478056087,0.00032328514706974736,0.0004696207660512289,0.0410374596051131
39.024390243902445,1.0,480,10,0.03599890289963659,0.46645058006494866,0.0003330560963357044,0.00048272010699346407,0.042022149640214695
43.90243902439025,1.0,480,10,0.03935388556572539,0.4673530806748665,0.00034246712587318395,0.0004953032520565216,0.042955755386797544
48.78048780487806,1.0,480,10,0.04254927775426165,0.4681178468624813,0.0003515495284783883,0.0005074187571518721,0.04384317810066303
53.65853658536586,1.0,480,10,0.04560266772038801,0.4687799849440025,0.000360330584521892,0.0005191085806707641,0.044688658205398454
58.53658536585366,1.0,480,10,0.048528849833738175,0.469362850708021,0.000368834209509595,0.0005304091661520245,0.04549588392910147
63.41463414634148,1.0,480,10,0.05134035738213971,0.46988281064038007,0.00037708176002002963,0.0005413527429606033,0.04626811541275514
68.29268292682927,1.0,480,10,0.05404790263850068,0.4703516703345237,0.000385092231383822,0.0005519677257196247,0.047008228705062695
24.39024390243903,1.0,480,15,0.02208394945928349,0.4538450899965267,0.0003449144050280363,0.0005069056246674829,0.03624044401100165
